"a_o","codigo_comarca","codigo_muncipio","codigo_producto","codigo_provincia","comarca","cultivo","grupo_de_cultivo","municipio","ocupaci_n_primera_regad_o","ocupaci_n_primera_secano","ocupaciones_asociadas_regad_o","ocupaciones_asociadas_secano","ocupaciones_posteriores_regad_o","ocupaciones_posteriores_secano"
"2010","1","60","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","CISLA","13","15",,,,
"2010","1","60","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","CISLA",,"2",,,,
"2010","1","60","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","CISLA","5",,,,,
"2010","1","60","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","CISLA","1",,,,,
"2010","1","60","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","CISLA","4","9",,,,
"2010","1","60","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","CISLA",,"5",,,,
"2010","1","60","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","CISLA","18",,,,,
"2010","1","60","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","CISLA","100",,,,,
"2010","1","60","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","CISLA","28","59",,,,
"2010","1","60","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","CISLA","11",,,,,
"2010","1","60","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","CISLA","42","25",,,,
"2010","1","60","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","CISLA","30",,,,,
"2010","1","60","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","CISLA","71","76",,,,
"2010","1","60","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","CISLA","9",,,,,
"2010","2","61","0001/01","5","AVILA","TRIGO","CEREALES GRANO","COLILLA (LA)",,"23",,,,
"2010","2","61","0001/02","5","AVILA","CEBADA","CEREALES GRANO","COLILLA (LA)",,"57",,,,
"2010","2","61","0001/03","5","AVILA","AVENA","CEREALES GRANO","COLILLA (LA)",,"45",,,,
"2010","2","61","0001/04","5","AVILA","CENTENO","CEREALES GRANO","COLILLA (LA)",,"23",,,,
"2010","2","61","0002/04","5","AVILA","GARBANZO","LEGUMINOSAS GRANO","COLILLA (LA)",,"1",,,,
"2010","2","61","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","COLILLA (LA)",,"15",,,,
"2010","2","61","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","COLILLA (LA)",,"28",,,,
"2010","2","61","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","COLILLA (LA)",,"57",,,,
"2010","2","61","0007/20","5","AVILA","FRESA Y FRESON","HORTALIZAS","COLILLA (LA)",,"6",,,,
"2010","1","62","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","COLLADO DE CONTRERAS",,"295",,,,
"2010","1","62","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","COLLADO DE CONTRERAS","62","471",,,,
"2010","1","62","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","COLLADO DE CONTRERAS",,"2",,,,
"2010","1","62","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","COLLADO DE CONTRERAS","5","284",,,,
"2010","1","62","0003/03","5","AREVALO-MADRIGAL","PATATA MED. ESTACION","TUBERCULOS","COLLADO DE CONTRERAS","2","4",,,,
"2010","1","62","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","COLLADO DE CONTRERAS","9","12",,,,
"2010","1","74","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","FONTIVEROS","152","1200",,,,
"2010","1","62","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","COLLADO DE CONTRERAS","12","93",,,,
"2010","1","62","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","COLLADO DE CONTRERAS",,"9",,,,
"2010","1","62","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","COLLADO DE CONTRERAS",,"9",,,,
"2010","1","62","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","COLLADO DE CONTRERAS","2","4",,,,
"2010","1","64","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","CONSTANZANA","43","96",,,,
"2010","1","64","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","CONSTANZANA","327","766",,,,
"2010","1","64","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","CONSTANZANA","5","12",,,,
"2010","1","64","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","CONSTANZANA","49","473",,,,
"2010","1","64","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","CONSTANZANA","4",,,,,
"2010","1","64","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","CONSTANZANA","6",,,,,
"2010","1","64","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","CONSTANZANA",,"14",,,,
"2010","1","64","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","CONSTANZANA","55",,,,,
"2010","1","64","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","CONSTANZANA","61",,,,,
"2010","1","64","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","CONSTANZANA",,"4",,,,
"2010","1","64","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","CONSTANZANA","33","76",,,,
"2010","1","64","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","CONSTANZANA",,"10",,,,
"2010","1","64","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","CONSTANZANA",,"14",,,,
"2010","1","64","0006/16","5","AREVALO-MADRIGAL","PRADERAS POLIFITAS","CULTIVOS FORRAJEROS","CONSTANZANA",,"1",,,,
"2010","1","64","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","CONSTANZANA","17",,,,,
"2010","1","64","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","CONSTANZANA","6",,,,,
"2010","1","64","0007/20","5","AREVALO-MADRIGAL","FRESA Y FRESON","HORTALIZAS","CONSTANZANA","14",,,,,
"2010","1","64","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","CONSTANZANA","7",,,,,
"2010","1","65","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","CRESPOS",,"727",,,,
"2010","1","65","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","CRESPOS","7","944",,,,
"2010","1","65","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","CRESPOS",,"11",,,,
"2010","1","65","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","CRESPOS",,"176",,,,
"2010","1","65","0002/03","5","AREVALO-MADRIGAL","LENTEJA","LEGUMINOSAS GRANO","CRESPOS",,"1",,,,
"2010","1","65","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","CRESPOS",,"1",,,,
"2010","1","65","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","CRESPOS",,"12",,,,
"2010","1","65","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","CRESPOS",,"3",,,,
"2010","1","65","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","CRESPOS",,"5",,,,
"2010","1","65","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","CRESPOS",,"61",,,,
"2010","1","65","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","CRESPOS",,"18",,,,
"2010","1","65","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","CRESPOS",,"20",,,,
"2010","1","65","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","CRESPOS","2","14",,,,
"2010","6","66","0003/02","5","VALLE DEL TIETAR","PATATA TEMPRANA","TUBERCULOS","CUEVAS DEL VALLE",,"1",,,,
"2010","6","66","0003/03","5","VALLE DEL TIETAR","PATATA MED. ESTACION","TUBERCULOS","CUEVAS DEL VALLE","1",,,,,
"2010","6","66","0006/01","5","VALLE DEL TIETAR","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","CUEVAS DEL VALLE",,"3",,,,
"2010","6","66","0007/18","5","VALLE DEL TIETAR","PIMIENTO","HORTALIZAS","CUEVAS DEL VALLE","1",,,,,
"2010","6","66","0007/05","5","VALLE DEL TIETAR","LECHUGA","HORTALIZAS","CUEVAS DEL VALLE","1",,,,,
"2010","2","67","0001/02","5","AVILA","CEBADA","CEREALES GRANO","CHAMARTIN",,"163",,,,
"2010","2","67","0001/03","5","AVILA","AVENA","CEREALES GRANO","CHAMARTIN",,"7",,,,
"2010","2","67","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","CHAMARTIN",,"8",,,,
"2010","1","69","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","DONJIMENO","45","90",,,,
"2010","1","69","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","DONJIMENO","216","302",,,,
"2010","1","69","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","DONJIMENO","9","21",,,,
"2010","1","69","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","DONJIMENO","35","131",,,,
"2010","1","69","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","DONJIMENO","1",,,,,
"2010","1","69","0002/12","5","AREVALO-MADRIGAL","OTRAS LEGUMINOSAS","LEGUMINOSAS GRANO","DONJIMENO",,"2",,,,
"2010","1","69","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","DONJIMENO","30",,,,,
"2010","1","69","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","DONJIMENO","76",,,,,
"2010","1","69","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","DONJIMENO","2",,,,,
"2010","1","69","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","DONJIMENO","3","37",,,,
"2010","1","69","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","DONJIMENO","1","1",,,,
"2010","1","69","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","DONJIMENO",,"7",,,,
"2010","1","69","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","DONJIMENO","8",,,,,
"2010","1","69","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","DONJIMENO","3","3",,,,
"2010","1","69","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","DONJIMENO","9",,,,,
"2010","1","70","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","DONVIDAS","22","331",,,,
"2010","1","70","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","DONVIDAS","83","250",,,,
"2010","1","70","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","DONVIDAS",,"7",,,,
"2010","1","70","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","DONVIDAS",,"38",,,,
"2010","1","70","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","DONVIDAS","4",,,,,
"2010","1","70","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","DONVIDAS",,"7",,,,
"2010","1","70","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","DONVIDAS",,"1",,,,
"2010","1","70","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","DONVIDAS","22",,,,,
"2010","1","70","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","DONVIDAS",,"10",,,,
"2010","1","70","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","DONVIDAS",,"16",,,,
"2010","1","70","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","DONVIDAS",,"8",,,,
"2010","1","70","0006/19","5","AREVALO-MADRIGAL","CARDO Y OTROS FORRAJ","CULTIVOS FORRAJEROS","DONVIDAS","2",,,,,
"2010","1","70","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","DONVIDAS",,"8",,,,
"2010","1","72","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","ESPINOSA DE LOS CABALLEROS","71","232",,,,
"2010","1","72","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","ESPINOSA DE LOS CABALLEROS","217","114",,,,
"2010","1","72","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","ESPINOSA DE LOS CABALLEROS","12","16",,,,
"2010","1","72","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","ESPINOSA DE LOS CABALLEROS","5","140",,,,
"2010","1","72","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","ESPINOSA DE LOS CABALLEROS","3",,,,,
"2010","1","72","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","ESPINOSA DE LOS CABALLEROS","3","10",,,,
"2010","1","72","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","ESPINOSA DE LOS CABALLEROS","17",,,,,
"2010","1","72","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","ESPINOSA DE LOS CABALLEROS","33",,,,,
"2010","1","72","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","ESPINOSA DE LOS CABALLEROS","1","24",,,,
"2010","1","72","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","ESPINOSA DE LOS CABALLEROS",,"3",,,,
"2010","1","72","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","ESPINOSA DE LOS CABALLEROS",,"7",,,,
"2010","1","72","0007/20","5","AREVALO-MADRIGAL","FRESA Y FRESON","HORTALIZAS","ESPINOSA DE LOS CABALLEROS","19",,,,,
"2010","1","72","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","ESPINOSA DE LOS CABALLEROS","19",,,,,
"2010","1","73","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","FLORES DE AVILA",,"565",,,,
"2010","1","73","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","FLORES DE AVILA","104","1668",,,,
"2010","1","73","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","FLORES DE AVILA",,"261",,,,
"2010","1","73","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","FLORES DE AVILA",,"97",,,,
"2010","1","73","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","FLORES DE AVILA",,"13",,,,
"2010","1","73","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","FLORES DE AVILA",,"17",,,,
"2010","1","73","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","FLORES DE AVILA","6",,,,,
"2010","1","73","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","FLORES DE AVILA",,"2",,,,
"2010","1","73","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","FLORES DE AVILA",,"29",,,,
"2010","1","73","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","FLORES DE AVILA",,"19",,,,
"2010","1","73","0006/11","5","AREVALO-MADRIGAL","HABAS, GUISANTES","CULTIVOS FORRAJEROS","FLORES DE AVILA",,"66",,,,
"2010","1","73","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","FLORES DE AVILA",,"10",,,,
"2010","1","73","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","FLORES DE AVILA","8","5",,,,
"2010","1","74","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","FONTIVEROS","5","98",,,,
"2010","1","74","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","FONTIVEROS",,"4",,,,
"2010","1","74","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","FONTIVEROS","26","340",,,,
"2010","1","74","0001/05","5","AREVALO-MADRIGAL","TRITICALE","CEREALES GRANO","FONTIVEROS",,"1",,,,
"2010","1","74","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","FONTIVEROS","3",,,,,
"2010","1","74","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","FONTIVEROS","3","15",,,,
"2010","1","74","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","FONTIVEROS",,"11",,,,
"2010","1","74","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","FONTIVEROS","10",,,,,
"2010","1","74","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","FONTIVEROS","42",,,,,
"2010","1","74","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","FONTIVEROS","35","13",,,,
"2010","1","74","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","FONTIVEROS","11","89",,,,
"2010","1","74","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","FONTIVEROS","21","70",,,,
"2010","1","74","0006/19","5","AREVALO-MADRIGAL","CARDO Y OTROS FORRAJ","CULTIVOS FORRAJEROS","FONTIVEROS",,"13",,,,
"2010","1","74","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","FONTIVEROS","10","8",,,,
"2010","1","74","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","FONTIVEROS","8","3",,,,
"2010","6","75","0001/04","5","VALLE DEL TIETAR","CENTENO","CEREALES GRANO","FRESNEDILLA",,"5",,,,
"2010","6","75","0002/01","5","VALLE DEL TIETAR","JUDIA SECA","LEGUMINOSAS GRANO","FRESNEDILLA","1",,,,,
"2010","6","75","0003/02","5","VALLE DEL TIETAR","PATATA TEMPRANA","TUBERCULOS","FRESNEDILLA","1",,,,,
"2010","6","75","0006/19","5","VALLE DEL TIETAR","CARDO Y OTROS FORRAJ","CULTIVOS FORRAJEROS","FRESNEDILLA",,"159",,,,
"2010","2","76","0001/01","5","AVILA","TRIGO","CEREALES GRANO","FRESNO (EL)",,"177",,,,
"2010","2","76","0001/02","5","AVILA","CEBADA","CEREALES GRANO","FRESNO (EL)","7","271",,,,
"2010","2","76","0001/03","5","AVILA","AVENA","CEREALES GRANO","FRESNO (EL)","1","12",,,,
"2010","2","76","0001/04","5","AVILA","CENTENO","CEREALES GRANO","FRESNO (EL)",,"50",,,,
"2010","2","76","0001/05","5","AVILA","TRITICALE","CEREALES GRANO","FRESNO (EL)",,"1",,,,
"2010","2","76","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","FRESNO (EL)",,"6",,,,
"2010","2","76","0002/06","5","AVILA","VEZA","LEGUMINOSAS GRANO","FRESNO (EL)",,"25",,,,
"2010","2","76","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","FRESNO (EL)",,"41",,,,
"2010","2","76","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","FRESNO (EL)",,"40",,,,
"2010","2","76","0006/06","5","AVILA","ALFALFA","CULTIVOS FORRAJEROS","FRESNO (EL)",,"1",,,,
"2010","2","76","0007/20","5","AVILA","FRESA Y FRESON","HORTALIZAS","FRESNO (EL)",,"10",,,,
"2010","1","77","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","FUENTE EL SAUZ","39","89",,,,
"2010","1","77","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","FUENTE EL SAUZ","160","429",,,,
"2010","1","77","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","FUENTE EL SAUZ",,"8",,,,
"2010","1","77","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","FUENTE EL SAUZ","11","66",,,,
"2010","1","77","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","FUENTE EL SAUZ","3",,,,,
"2010","1","77","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","FUENTE EL SAUZ","17",,,,,
"2010","1","77","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","FUENTE EL SAUZ",,"25",,,,
"2010","1","77","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","FUENTE EL SAUZ","10","81",,,,
"2010","1","77","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","FUENTE EL SAUZ",,"4",,,,
"2010","1","77","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","FUENTE EL SAUZ",,"2",,,,
"2010","1","77","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","FUENTE EL SAUZ",,"5",,,,
"2010","1","77","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","FUENTE EL SAUZ","9",,,,,
"2010","1","78","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","FUENTES DE AÑO","7","79",,,,
"2010","1","78","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","FUENTES DE AÑO","142","754",,,,
"2010","1","78","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","FUENTES DE AÑO",,"11",,,,
"2010","1","78","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","FUENTES DE AÑO",,"43",,,,
"2010","1","78","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","FUENTES DE AÑO",,"7",,,,
"2010","1","78","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","FUENTES DE AÑO",,"2",,,,
"2010","1","78","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","FUENTES DE AÑO",,"32",,,,
"2010","1","78","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","FUENTES DE AÑO",,"4",,,,
"2010","1","78","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","FUENTES DE AÑO","21",,,,,
"2010","1","78","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","FUENTES DE AÑO","48",,,,,
"2010","1","78","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","FUENTES DE AÑO",,"22",,,,
"2010","1","78","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","FUENTES DE AÑO","9","13",,,,
"2010","1","78","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","FUENTES DE AÑO","5","15",,,,
"2010","1","78","0006/03","5","AREVALO-MADRIGAL","SORGO FORRAJERO","CULTIVOS FORRAJEROS","FUENTES DE AÑO",,"3",,,,
"2010","1","78","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","FUENTES DE AÑO",,"3",,,,
"2010","2","80","0001/01","5","AVILA","TRIGO","CEREALES GRANO","GALLEGOS DE SOBRINOS",,"12",,,,
"2010","2","80","0001/02","5","AVILA","CEBADA","CEREALES GRANO","GALLEGOS DE SOBRINOS",,"101",,,,
"2010","2","80","0001/03","5","AVILA","AVENA","CEREALES GRANO","GALLEGOS DE SOBRINOS",,"32",,,,
"2010","2","80","0001/04","5","AVILA","CENTENO","CEREALES GRANO","GALLEGOS DE SOBRINOS",,"27",,,,
"2010","2","80","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","GALLEGOS DE SOBRINOS",,"41",,,,
"2010","2","80","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","GALLEGOS DE SOBRINOS",,"18",,,,
"2010","6","82","0001/03","5","VALLE DEL TIETAR","AVENA","CEREALES GRANO","GAVILANES","2","13",,,,
"2010","6","82","0001/04","5","VALLE DEL TIETAR","CENTENO","CEREALES GRANO","GAVILANES",,"5",,,,
"2010","6","82","0002/01","5","VALLE DEL TIETAR","JUDIA SECA","LEGUMINOSAS GRANO","GAVILANES","1","1",,,,
"2010","6","82","0002/04","5","VALLE DEL TIETAR","GARBANZO","LEGUMINOSAS GRANO","GAVILANES",,"1",,,,
"2010","6","82","0003/02","5","VALLE DEL TIETAR","PATATA TEMPRANA","TUBERCULOS","GAVILANES","1",,,,,
"2010","6","82","0003/03","5","VALLE DEL TIETAR","PATATA MED. ESTACION","TUBERCULOS","GAVILANES","1",,,,,
"2010","6","82","0006/19","5","VALLE DEL TIETAR","CARDO Y OTROS FORRAJ","CULTIVOS FORRAJEROS","GAVILANES","17","61",,,,
"2010","6","82","0006/06","5","VALLE DEL TIETAR","ALFALFA","CULTIVOS FORRAJEROS","GAVILANES","2",,,,,
"2010","6","82","0007/11","5","VALLE DEL TIETAR","SANDIA","HORTALIZAS","GAVILANES","1",,,,,
"2010","6","82","0007/12","5","VALLE DEL TIETAR","MELON","HORTALIZAS","GAVILANES","1",,,,,
"2010","6","82","0007/13","5","VALLE DEL TIETAR","CALABAZA","HORTALIZAS","GAVILANES","1",,,,,
"2010","6","82","0007/14","5","VALLE DEL TIETAR","PEPINO","HORTALIZAS","GAVILANES","1",,,,,
"2010","6","82","0007/18","5","VALLE DEL TIETAR","PIMIENTO","HORTALIZAS","GAVILANES","1",,,,,
"2010","6","82","0007/31","5","VALLE DEL TIETAR","JUDIA VERDE","HORTALIZAS","GAVILANES","2",,,,,
"2010","6","82","0007/05","5","VALLE DEL TIETAR","LECHUGA","HORTALIZAS","GAVILANES","1",,,,,
