"a_o","codigo_comarca","codigo_muncipio","codigo_producto","codigo_provincia","comarca","cultivo","grupo_de_cultivo","municipio","n_total_arboles_diseminados","superficie_regad_o_en_producci_n","superficie_regad_o_que_no_pruduce","superficie_secano_en_producci_n","superficie_secano_que_no_pruduce"
"2010-01-01T00:00:00.000","6","95","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","HIGUERA DE LAS DUEÑAS","36",,,,
"2010-01-01T00:00:00.000","6","95","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","HIGUERA DE LAS DUEÑAS","28",,,,
"2010-01-01T00:00:00.000","6","95","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","HIGUERA DE LAS DUEÑAS","70",,,,
"2010-01-01T00:00:00.000","6","95","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","HIGUERA DE LAS DUEÑAS",,,,"18",
"2010-01-01T00:00:00.000","6","95","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","HIGUERA DE LAS DUEÑAS",,,,"10",
"2010-01-01T00:00:00.000","3","97","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","HORCAJADA (LA)","38",,,,
"2010-01-01T00:00:00.000","3","97","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","HORCAJADA (LA)","32",,,,
"2010-01-01T00:00:00.000","3","97","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","HORCAJADA (LA)","25",,,,
"2010-01-01T00:00:00.000","3","97","0012/07","5","BARCO AVILA-PIEDRAHITA","CEREZO Y GUINDO","FRUTALES","HORCAJADA (LA)","15",,,,
"2010-01-01T00:00:00.000","6","100","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","HORNILLO (EL)","160",,,,
"2010-01-01T00:00:00.000","6","100","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","HORNILLO (EL)",,,,"5",
"2010-01-01T00:00:00.000","6","100","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","HORNILLO (EL)","40",,,,
"2010-01-01T00:00:00.000","6","100","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","HORNILLO (EL)","50",,,,
"2010-01-01T00:00:00.000","6","100","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","HORNILLO (EL)","750",,,,
"2010-01-01T00:00:00.000","6","100","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","HORNILLO (EL)","300","5",,"49",
"2010-01-01T00:00:00.000","6","100","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","HORNILLO (EL)","100",,,,
"2010-01-01T00:00:00.000","6","100","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","HORNILLO (EL)","500",,,,
"2010-01-01T00:00:00.000","6","100","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","HORNILLO (EL)",,,,"25",
"2010-01-01T00:00:00.000","5","102","0012/01","5","VALLE BAJO ALBERCHE","MANZANO","FRUTALES","HOYO DE PINARES (EL)","20",,,,
"2010-01-01T00:00:00.000","5","102","0012/02","5","VALLE BAJO ALBERCHE","PERAL","FRUTALES","HOYO DE PINARES (EL)","30",,,,
"2010-01-01T00:00:00.000","5","102","0012/08","5","VALLE BAJO ALBERCHE","MELOCOTONERO","FRUTALES","HOYO DE PINARES (EL)","40",,,,
"2010-01-01T00:00:00.000","5","102","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","HOYO DE PINARES (EL)",,,,"272",
"2010-01-01T00:00:00.000","5","102","0014/02","5","VALLE BAJO ALBERCHE","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","HOYO DE PINARES (EL)","1400",,,"20",
"2010-01-01T00:00:00.000","4","104","0012/01","5","GREDOS","MANZANO","FRUTALES","HOYOS DEL COLLADO","15",,,,
"2010-01-01T00:00:00.000","4","105","0012/01","5","GREDOS","MANZANO","FRUTALES","HOYOS DEL ESPINO","20",,,,
"2010-01-01T00:00:00.000","4","105","0012/19","5","GREDOS","NOGAL","FRUTALES","HOYOS DEL ESPINO","5",,,,
"2010-01-01T00:00:00.000","4","105","0012/02","5","GREDOS","PERAL","FRUTALES","HOYOS DEL ESPINO","10",,,,
"2010-01-01T00:00:00.000","4","105","0012/07","5","GREDOS","CEREZO Y GUINDO","FRUTALES","HOYOS DEL ESPINO","8",,,,
"2010-01-01T00:00:00.000","4","106","0012/01","5","GREDOS","MANZANO","FRUTALES","HOYOS DE MIGUEL MUÑOZ","20",,,,
"2010-01-01T00:00:00.000","3","108","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","JUNCIANA","25",,,,
"2010-01-01T00:00:00.000","1","109","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","LANGA",,,,,"6"
"2010-01-01T00:00:00.000","6","110","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","LANZAHITA","40","4",,,
"2010-01-01T00:00:00.000","6","110","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","LANZAHITA","100","4",,,
"2010-01-01T00:00:00.000","6","110","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","LANZAHITA","15",,,,
"2010-01-01T00:00:00.000","6","110","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","LANZAHITA","20","1",,,
"2010-01-01T00:00:00.000","6","110","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","LANZAHITA","60","30",,,
"2010-01-01T00:00:00.000","6","110","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","LANZAHITA",,,,"8",
"2010-01-01T00:00:00.000","6","110","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","LANZAHITA",,,,"62",
"2010-01-01T00:00:00.000","3","112","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","LOSAR (EL)","45",,,,
"2010-01-01T00:00:00.000","3","112","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","LOSAR (EL)","20",,,,
"2010-01-01T00:00:00.000","3","113","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","LLANOS DE TORMES (LOS)","280","12",,,
"2010-01-01T00:00:00.000","3","113","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","LLANOS DE TORMES (LOS)","60",,,,
"2010-01-01T00:00:00.000","1","114","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","MADRIGAL DE LAS ALTAS TORRES",,,,"32",
"2010-01-01T00:00:00.000","3","124","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","MEDINILLA","95",,,,
"2010-01-01T00:00:00.000","3","124","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","MEDINILLA","12",,,,
"2010-01-01T00:00:00.000","3","124","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","MEDINILLA","15",,,,
"2010-01-01T00:00:00.000","3","124","0012/08","5","BARCO AVILA-PIEDRAHITA","MELOCOTONERO","FRUTALES","MEDINILLA","15",,,,
"2010-01-01T00:00:00.000","2","125","0012/19","5","AVILA","NOGAL","FRUTALES","MENGAMUÑOZ","18",,,,
"2010-01-01T00:00:00.000","6","127","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","MIJARES","200","2",,,
"2010-01-01T00:00:00.000","6","127","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","MIJARES","1300","7",,"4",
"2010-01-01T00:00:00.000","6","127","0012/18","5","VALLE DEL TIETAR","ALMENDRO","FRUTALES","MIJARES","25","1",,,
"2010-01-01T00:00:00.000","6","127","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","MIJARES","300",,,,
"2010-01-01T00:00:00.000","6","127","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","MIJARES","50",,,,
"2010-01-01T00:00:00.000","6","127","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","MIJARES","50",,,,
"2010-01-01T00:00:00.000","6","127","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","MIJARES","150",,,,
"2010-01-01T00:00:00.000","6","127","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","MIJARES","210","1",,,
"2010-01-01T00:00:00.000","6","127","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","MIJARES",,,,"20",
"2010-01-01T00:00:00.000","6","127","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","MIJARES",,,,"88",
"2010-01-01T00:00:00.000","6","132","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","MOMBELTRAN","450",,,,
"2010-01-01T00:00:00.000","6","132","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","MOMBELTRAN","2600","7",,"8",
"2010-01-01T00:00:00.000","6","132","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","MOMBELTRAN","100",,,,
"2010-01-01T00:00:00.000","6","132","0012/03","5","VALLE DEL TIETAR","MEMBRILLO","FRUTALES","MOMBELTRAN","10",,,,
"2010-01-01T00:00:00.000","6","132","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","MOMBELTRAN","1000","2",,"7",
"2010-01-01T00:00:00.000","6","132","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","MOMBELTRAN","20",,,,
"2010-01-01T00:00:00.000","6","132","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","MOMBELTRAN","40",,,,
"2010-01-01T00:00:00.000","6","132","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","MOMBELTRAN",,,,"50",
"2010-01-01T00:00:00.000","6","132","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","MOMBELTRAN",,,,"273",
"2010-01-01T00:00:00.000","1","134","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","MORALEJA DE MATACABRAS",,,,"8",
"2010-01-01T00:00:00.000","2","136","0012/01","5","AVILA","MANZANO","FRUTALES","MUÑICO",,"1",,,
"2010-01-01T00:00:00.000","2","143","0012/01","5","AVILA","MANZANO","FRUTALES","MUÑOTELLO","45",,,,
"2010-01-01T00:00:00.000","2","143","0012/19","5","AVILA","NOGAL","FRUTALES","MUÑOTELLO","95",,,,
"2010-01-01T00:00:00.000","2","143","0012/02","5","AVILA","PERAL","FRUTALES","MUÑOTELLO","10",,,,
"2010-01-01T00:00:00.000","2","143","0012/06","5","AVILA","ALBARICOQUERO","FRUTALES","MUÑOTELLO","4",,,,
"2010-01-01T00:00:00.000","2","143","0012/07","5","AVILA","CEREZO Y GUINDO","FRUTALES","MUÑOTELLO","20",,,,
"2010-01-01T00:00:00.000","2","143","0012/08","5","AVILA","MELOCOTONERO","FRUTALES","MUÑOTELLO","3",,,,
"2010-01-01T00:00:00.000","2","145","0012/01","5","AVILA","MANZANO","FRUTALES","NARRILLOS DEL REBOLLAR","75",,,,
"2010-01-01T00:00:00.000","2","145","0012/10","5","AVILA","HIGUERA","FRUTALES","NARRILLOS DEL REBOLLAR","20",,,,
"2010-01-01T00:00:00.000","2","145","0012/02","5","AVILA","PERAL","FRUTALES","NARRILLOS DEL REBOLLAR","50",,,,
"2010-01-01T00:00:00.000","2","145","0012/06","5","AVILA","ALBARICOQUERO","FRUTALES","NARRILLOS DEL REBOLLAR","10",,,,
"2010-01-01T00:00:00.000","2","145","0012/07","5","AVILA","CEREZO Y GUINDO","FRUTALES","NARRILLOS DEL REBOLLAR","25",,,,
"2010-01-01T00:00:00.000","2","145","0012/08","5","AVILA","MELOCOTONERO","FRUTALES","NARRILLOS DEL REBOLLAR","30",,,,
"2010-01-01T00:00:00.000","2","145","0012/09","5","AVILA","CIRUELO","FRUTALES","NARRILLOS DEL REBOLLAR","45",,,,
"2010-01-01T00:00:00.000","2","148","0012/01","5","AVILA","MANZANO","FRUTALES","NARROS DEL PUERTO","60",,,,
"2010-01-01T00:00:00.000","2","148","0012/19","5","AVILA","NOGAL","FRUTALES","NARROS DEL PUERTO","60",,,,
"2010-01-01T00:00:00.000","2","148","0012/02","5","AVILA","PERAL","FRUTALES","NARROS DEL PUERTO","14",,,,
"2010-01-01T00:00:00.000","1","149","0013/01","5","AREVALO-MADRIGAL","VIÑEDO DE UVA MESA","VIÑEDO","NARROS DE SALDUEÑA",,,,"1",
"2010-01-01T00:00:00.000","1","152","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","NAVA DE AREVALO",,,,"3",
"2010-01-01T00:00:00.000","3","153","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","NAVA DEL BARCO","610","38",,,
"2010-01-01T00:00:00.000","3","153","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","NAVA DEL BARCO","33",,,,
"2010-01-01T00:00:00.000","3","153","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","NAVA DEL BARCO","130",,,,
"2010-01-01T00:00:00.000","3","153","0012/07","5","BARCO AVILA-PIEDRAHITA","CEREZO Y GUINDO","FRUTALES","NAVA DEL BARCO","55",,,,
"2010-01-01T00:00:00.000","3","153","0012/08","5","BARCO AVILA-PIEDRAHITA","MELOCOTONERO","FRUTALES","NAVA DEL BARCO","45",,,,
"2010-01-01T00:00:00.000","3","153","0012/09","5","BARCO AVILA-PIEDRAHITA","CIRUELO","FRUTALES","NAVA DEL BARCO","20",,,,
"2010-01-01T00:00:00.000","6","156","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","NAVAHONDILLA","60",,,,
"2010-01-01T00:00:00.000","6","156","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","NAVAHONDILLA","120",,,,
"2010-01-01T00:00:00.000","6","156","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","NAVAHONDILLA","10",,,,
"2010-01-01T00:00:00.000","6","156","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","NAVAHONDILLA","40",,,,
"2010-01-01T00:00:00.000","6","156","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","NAVAHONDILLA","80",,,,
"2010-01-01T00:00:00.000","6","156","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","NAVAHONDILLA","20",,,,
"2010-01-01T00:00:00.000","6","156","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","NAVAHONDILLA","60",,,,
"2010-01-01T00:00:00.000","6","156","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","NAVAHONDILLA",,,,"25",
"2010-01-01T00:00:00.000","6","156","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","NAVAHONDILLA",,,,"1",
"2010-01-01T00:00:00.000","4","157","0012/01","5","GREDOS","MANZANO","FRUTALES","NAVALACRUZ","30",,,,
"2010-01-01T00:00:00.000","4","157","0012/19","5","GREDOS","NOGAL","FRUTALES","NAVALACRUZ","150",,,,
"2010-01-01T00:00:00.000","4","157","0012/02","5","GREDOS","PERAL","FRUTALES","NAVALACRUZ","10",,,,
"2010-01-01T00:00:00.000","5","158","0012/01","5","VALLE BAJO ALBERCHE","MANZANO","FRUTALES","NAVALMORAL","90",,,,
"2010-01-01T00:00:00.000","5","158","0012/19","5","VALLE BAJO ALBERCHE","NOGAL","FRUTALES","NAVALMORAL","60",,,,
"2010-01-01T00:00:00.000","5","158","0012/02","5","VALLE BAJO ALBERCHE","PERAL","FRUTALES","NAVALMORAL","40",,,,
"2010-01-01T00:00:00.000","5","158","0012/07","5","VALLE BAJO ALBERCHE","CEREZO Y GUINDO","FRUTALES","NAVALMORAL","20",,,,
"2010-01-01T00:00:00.000","5","158","0012/08","5","VALLE BAJO ALBERCHE","MELOCOTONERO","FRUTALES","NAVALMORAL","10",,,,
"2010-01-01T00:00:00.000","5","158","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","NAVALMORAL",,,,"83",
"2010-01-01T00:00:00.000","3","159","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","NAVALONGUILLA","40",,,,
"2010-01-01T00:00:00.000","3","159","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","NAVALONGUILLA","160",,,,
"2010-01-01T00:00:00.000","3","159","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","NAVALONGUILLA","15",,,,
"2010-01-01T00:00:00.000","3","159","0012/09","5","BARCO AVILA-PIEDRAHITA","CIRUELO","FRUTALES","NAVALONGUILLA","15",,,,
"2010-01-01T00:00:00.000","4","160","0012/19","5","GREDOS","NOGAL","FRUTALES","NAVALOSA","50",,,,
"2010-01-01T00:00:00.000","4","162","0012/01","5","GREDOS","MANZANO","FRUTALES","NAVALPERAL DE TORMES","42",,,,
"2010-01-01T00:00:00.000","4","162","0012/19","5","GREDOS","NOGAL","FRUTALES","NAVALPERAL DE TORMES","18",,,,
"2010-01-01T00:00:00.000","4","162","0012/02","5","GREDOS","PERAL","FRUTALES","NAVALPERAL DE TORMES","5",,,,
"2010-01-01T00:00:00.000","4","162","0012/08","5","GREDOS","MELOCOTONERO","FRUTALES","NAVALPERAL DE TORMES","6",,,,
"2010-01-01T00:00:00.000","4","162","0012/09","5","GREDOS","CIRUELO","FRUTALES","NAVALPERAL DE TORMES","4",,,,
"2010-01-01T00:00:00.000","5","163","0012/01","5","VALLE BAJO ALBERCHE","MANZANO","FRUTALES","NAVALUENGA","60","3",,,
"2010-01-01T00:00:00.000","5","163","0012/19","5","VALLE BAJO ALBERCHE","NOGAL","FRUTALES","NAVALUENGA","200",,,,
"2010-01-01T00:00:00.000","5","163","0012/02","5","VALLE BAJO ALBERCHE","PERAL","FRUTALES","NAVALUENGA","150",,,,
"2010-01-01T00:00:00.000","5","163","0012/08","5","VALLE BAJO ALBERCHE","MELOCOTONERO","FRUTALES","NAVALUENGA","400","4",,,
"2010-01-01T00:00:00.000","5","163","0012/09","5","VALLE BAJO ALBERCHE","CIRUELO","FRUTALES","NAVALUENGA","80",,,,
"2010-01-01T00:00:00.000","5","163","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","NAVALUENGA",,,,"82",
"2010-01-01T00:00:00.000","4","165","0012/01","5","GREDOS","MANZANO","FRUTALES","NAVARREDONDA DE GREDOS","15",,,,
"2010-01-01T00:00:00.000","4","165","0012/02","5","GREDOS","PERAL","FRUTALES","NAVARREDONDA DE GREDOS","7",,,,
"2010-01-01T00:00:00.000","4","166","0012/01","5","GREDOS","MANZANO","FRUTALES","NAVARREDONDILLA","90","2",,,
"2010-01-01T00:00:00.000","4","166","0012/02","5","GREDOS","PERAL","FRUTALES","NAVARREDONDILLA","60",,,,
"2010-01-01T00:00:00.000","4","166","0012/08","5","GREDOS","MELOCOTONERO","FRUTALES","NAVARREDONDILLA","500","2",,,
"2010-01-01T00:00:00.000","4","166","0013/02","5","GREDOS","VIÑEDO DE UVA VINO","VIÑEDO","NAVARREDONDILLA",,,,"23",
"2010-01-01T00:00:00.000","4","167","0012/01","5","GREDOS","MANZANO","FRUTALES","NAVARREVISCA","30",,,,
"2010-01-01T00:00:00.000","4","167","0012/19","5","GREDOS","NOGAL","FRUTALES","NAVARREVISCA","400",,,,
"2010-01-01T00:00:00.000","4","167","0012/02","5","GREDOS","PERAL","FRUTALES","NAVARREVISCA","50",,,,
"2010-01-01T00:00:00.000","4","167","0012/07","5","GREDOS","CEREZO Y GUINDO","FRUTALES","NAVARREVISCA","20",,,,
"2010-01-01T00:00:00.000","4","167","0013/02","5","GREDOS","VIÑEDO DE UVA VINO","VIÑEDO","NAVARREVISCA",,,,"2",
"2010-01-01T00:00:00.000","4","169","0012/01","5","GREDOS","MANZANO","FRUTALES","NAVATALGORDO","200",,,,
"2010-01-01T00:00:00.000","4","169","0012/19","5","GREDOS","NOGAL","FRUTALES","NAVATALGORDO","80",,,,
"2010-01-01T00:00:00.000","4","169","0012/02","5","GREDOS","PERAL","FRUTALES","NAVATALGORDO","150",,,,
"2010-01-01T00:00:00.000","4","169","0012/08","5","GREDOS","MELOCOTONERO","FRUTALES","NAVATALGORDO","60","2",,,
"2010-01-01T00:00:00.000","4","169","0012/09","5","GREDOS","CIRUELO","FRUTALES","NAVATALGORDO","30",,,,
"2010-01-01T00:00:00.000","4","169","0013/02","5","GREDOS","VIÑEDO DE UVA VINO","VIÑEDO","NAVATALGORDO",,,,"44",
"2010-01-01T00:00:00.000","3","170","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","NAVATEJARES","200","4",,,
"2010-01-01T00:00:00.000","3","170","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","NAVATEJARES","50",,,,
"2010-01-01T00:00:00.000","3","170","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","NAVATEJARES","35",,,,
"2010-01-01T00:00:00.000","3","170","0012/07","5","BARCO AVILA-PIEDRAHITA","CEREZO Y GUINDO","FRUTALES","NAVATEJARES","20",,,,
"2010-01-01T00:00:00.000","3","170","0012/08","5","BARCO AVILA-PIEDRAHITA","MELOCOTONERO","FRUTALES","NAVATEJARES","25",,,,
"2010-01-01T00:00:00.000","3","170","0012/09","5","BARCO AVILA-PIEDRAHITA","CIRUELO","FRUTALES","NAVATEJARES","20",,,,
"2010-01-01T00:00:00.000","3","171","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","NEILA DE SAN MIGUEL","30",,,,
"2010-01-01T00:00:00.000","3","171","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","NEILA DE SAN MIGUEL","30",,,,
"2010-01-01T00:00:00.000","3","171","0012/07","5","BARCO AVILA-PIEDRAHITA","CEREZO Y GUINDO","FRUTALES","NEILA DE SAN MIGUEL","36",,,,
"2010-01-01T00:00:00.000","2","172","0012/01","5","AVILA","MANZANO","FRUTALES","NIHARRA","60",,,,
"2010-01-01T00:00:00.000","1","174","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","ORBITA",,,,"12",
"2010-01-01T00:00:00.000","1","175","0013/01","5","AREVALO-MADRIGAL","VIÑEDO DE UVA MESA","VIÑEDO","OSO (EL)",,,,"1",
"2010-01-01T00:00:00.000","2","176","0012/01","5","AVILA","MANZANO","FRUTALES","PADIERNOS","50",,,,
"2010-01-01T00:00:00.000","2","176","0012/18","5","AVILA","ALMENDRO","FRUTALES","PADIERNOS","8",,,,
"2010-01-01T00:00:00.000","2","176","0012/08","5","AVILA","MELOCOTONERO","FRUTALES","PADIERNOS","25",,,,
"2010-01-01T00:00:00.000","2","176","0012/09","5","AVILA","CIRUELO","FRUTALES","PADIERNOS","2",,,,
"2010-01-01T00:00:00.000","1","178","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","PALACIOS DE GODA",,,,"33",
"2010-01-01T00:00:00.000","1","179","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","PAPATRIGO",,,,"2",
"2010-01-01T00:00:00.000","6","182","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","PEDRO BERNARDO","1900","4",,,
"2010-01-01T00:00:00.000","6","182","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","PEDRO BERNARDO","1000","1",,,
"2010-01-01T00:00:00.000","6","182","0012/11","5","VALLE DEL TIETAR","CHIRIMOYO","FRUTALES","PEDRO BERNARDO","3000","20",,,
"2010-01-01T00:00:00.000","6","182","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","PEDRO BERNARDO","500",,,,
"2010-01-01T00:00:00.000","6","182","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","PEDRO BERNARDO","150",,,,
"2010-01-01T00:00:00.000","6","182","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","PEDRO BERNARDO","4000","9",,,
"2010-01-01T00:00:00.000","6","182","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","PEDRO BERNARDO","1000","7",,,
"2010-01-01T00:00:00.000","6","182","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","PEDRO BERNARDO",,,,"23",
"2010-01-01T00:00:00.000","6","182","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","PEDRO BERNARDO",,,,"288","13"
"2010-01-01T00:00:00.000","1","183","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","PEDRO RODRIGUEZ",,,,"2",
"2010-01-01T00:00:00.000","1","185","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","PEÑALBA DE AVILA",,,,"4",
"2010-01-01T00:00:00.000","6","187","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","PIEDRALAVES","20","1",,,
"2010-01-01T00:00:00.000","6","187","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","PIEDRALAVES","500",,,,
"2010-01-01T00:00:00.000","6","187","0012/12","5","VALLE DEL TIETAR","GRANADO","FRUTALES","PIEDRALAVES","10",,,,
"2010-01-01T00:00:00.000","6","187","0012/13","5","VALLE DEL TIETAR","AGUACATE","FRUTALES","PIEDRALAVES","1",,,,
"2010-01-01T00:00:00.000","6","187","0012/15","5","VALLE DEL TIETAR","PALMERA DATILERA","FRUTALES","PIEDRALAVES","1",,,,
"2010-01-01T00:00:00.000","6","187","0012/16","5","VALLE DEL TIETAR","CHUMBERA","FRUTALES","PIEDRALAVES","5",,,,
"2010-01-01T00:00:00.000","6","187","0012/17","5","VALLE DEL TIETAR","AZUFUAIFO Y OTROS","FRUTALES","PIEDRALAVES","40",,,,
"2010-01-01T00:00:00.000","6","187","0012/18","5","VALLE DEL TIETAR","ALMENDRO","FRUTALES","PIEDRALAVES","5",,,,
"2010-01-01T00:00:00.000","6","187","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","PIEDRALAVES","500",,,,
"2010-01-01T00:00:00.000","6","187","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","PIEDRALAVES","100",,,,
"2010-01-01T00:00:00.000","6","187","0012/20","5","VALLE DEL TIETAR","AVELLANO","FRUTALES","PIEDRALAVES","4",,,,
"2010-01-01T00:00:00.000","6","187","0012/03","5","VALLE DEL TIETAR","MEMBRILLO","FRUTALES","PIEDRALAVES","12",,,,
"2010-01-01T00:00:00.000","6","187","0012/04","5","VALLE DEL TIETAR","NISPERO","FRUTALES","PIEDRALAVES","1",,,,
"2010-01-01T00:00:00.000","6","187","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","PIEDRALAVES","20",,,,
"2010-01-01T00:00:00.000","6","187","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","PIEDRALAVES","20",,,,
